date,instrument_id,instrument_description,asset_class,price,yield_pct,spread_bps,implied_vol_pct,px_bid,px_ask,px_mid,price_type,source,last_update_utc
2026-07-30,NKY-INDEX,Nikkei 225 Index,EQUITY,38188.7316,,,,38181.0939,38196.3693,38188.7316,LAST,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,NKY-INDEX,Nikkei 225 Index,EQUITY,38216.5529,,,,38208.9096,38224.1962,38216.5529,LAST,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,NKY-INDEX,Nikkei 225 Index,EQUITY,38280.2976,,,,38272.6415,38287.9537,38280.2976,LAST,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,NKY-INDEX,Nikkei 225 Index,EQUITY,38299.8558,,,,38292.1958,38307.5158,38299.8558,LAST,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,NKY-INDEX,Nikkei 225 Index,EQUITY,38308.273,,,,38300.6113,38315.9347,38308.273,LAST,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38205.0,,,,38197.359,38212.641,38205.0,LAST,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38183.9746,,,,38176.3378,38191.6114,38183.9746,LAST,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38192.4209,,,,38184.7824,38200.0594,38192.4209,LAST,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38091.5645,,,,38083.9462,38099.1828,38091.5645,LAST,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38039.9333,,,,38032.3253,38047.5413,38039.9333,LAST,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37968.5365,,,,37960.9428,37976.1302,37968.5365,LAST,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37955.1142,,,,37947.5232,37962.7052,37955.1142,LAST,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37947.563,,,,37939.9735,37955.1525,37947.563,LAST,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37959.2321,,,,37951.6403,37966.8239,37959.2321,LAST,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37946.6589,,,,37939.0696,37954.2482,37946.6589,LAST,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37992.4732,,,,37984.8747,38000.0717,37992.4732,LAST,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38003.1949,,,,37995.5943,38010.7955,38003.1949,LAST,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37935.0299,,,,37927.4429,37942.6169,37935.0299,LAST,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37956.9098,,,,37949.3184,37964.5012,37956.9098,LAST,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37900.6782,,,,37893.0981,37908.2583,37900.6782,LAST,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37891.7443,,,,37884.166,37899.3226,37891.7443,LAST,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37918.7042,,,,37911.1205,37926.2879,37918.7042,LAST,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,37951.5259,,,,37943.9356,37959.1162,37951.5259,LAST,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38008.2201,,,,38000.6185,38015.8217,38008.2201,LAST,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38065.1865,,,,38057.5735,38072.7995,38065.1865,LAST,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38089.3143,,,,38081.6964,38096.9322,38089.3143,LAST,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38058.8789,,,,38051.2671,38066.4907,38058.8789,LAST,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38104.6766,,,,38097.0557,38112.2975,38104.6766,LAST,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,NKY-FUT-2026-12,Nikkei 225 Future Dec26,EQUITY,38060.9243,,,,38053.3121,38068.5365,38060.9243,LAST,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,612.0,,,17.916,611.8776,612.1224,612.0,LAST,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,706.0258,,,17.789,705.8846,706.167,706.0258,LAST,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,745.2201,,,18.164,745.0711,745.3691,745.2201,LAST,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,811.6024,,,17.846,811.4401,811.7647,811.6024,LAST,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,836.2831,,,17.708,836.1158,836.4504,836.2831,LAST,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,896.2661,,,17.288,896.0868,896.4454,896.2661,LAST,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,896.2135,,,17.805,896.0343,896.3927,896.2135,LAST,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,903.672,,,18.549,903.4913,903.8527,903.672,LAST,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,934.2202,,,18.5,934.0334,934.407,934.2202,LAST,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,966.4389,,,17.535,966.2456,966.6322,966.4389,LAST,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,992.1899,,,19.144,991.9915,992.3883,992.1899,LAST,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,981.2658,,,18.266,981.0695,981.4621,981.2658,LAST,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1053.6353,,,18.359,1053.4246,1053.846,1053.6353,LAST,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1080.733,,,17.774,1080.5169,1080.9491,1080.733,LAST,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1139.7681,,,17.369,1139.5401,1139.9961,1139.7681,LAST,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1113.0645,,,17.905,1112.8419,1113.2871,1113.0645,LAST,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1108.364,,,17.524,1108.1423,1108.5857,1108.364,LAST,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1082.2601,,,18.293,1082.0436,1082.4766,1082.2601,LAST,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1054.0115,,,17.501,1053.8007,1054.2223,1054.0115,LAST,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1094.5661,,,17.551,1094.3472,1094.785,1094.5661,LAST,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,1029.239,,,17.381,1029.0332,1029.4448,1029.239,LAST,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,972.5065,,,18.228,972.312,972.701,972.5065,LAST,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,922.111,,,17.935,921.9266,922.2954,922.111,LAST,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,NKY-CALL-39000-2026-12,Nikkei 225 Call 39000 Dec26,EQUITY,850.0406,,,18.027,849.8706,850.2106,850.0406,LAST,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,588.0,,,17.567,587.8824,588.1176,588.0,LAST,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,562.0968,,,17.903,561.9844,562.2092,562.0968,LAST,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,555.7358,,,17.445,555.6247,555.8469,555.7358,LAST,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,530.8794,,,18.997,530.7732,530.9856,530.8794,LAST,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,550.482,,,17.74,550.3719,550.5921,550.482,LAST,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,586.4364,,,17.977,586.3191,586.5537,586.4364,LAST,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,549.2445,,,18.271,549.1347,549.3543,549.2445,LAST,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,553.2134,,,17.599,553.1028,553.324,553.2134,LAST,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,544.2865,,,18.301,544.1776,544.3954,544.2865,LAST,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,567.6386,,,17.346,567.5251,567.7521,567.6386,LAST,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,596.7269,,,18.295,596.6076,596.8462,596.7269,LAST,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,584.7918,,,18.452,584.6748,584.9088,584.7918,LAST,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,568.9875,,,17.924,568.8737,569.1013,568.9875,LAST,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,585.6058,,,18.193,585.4887,585.7229,585.6058,LAST,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,610.0427,,,18.567,609.9207,610.1647,610.0427,LAST,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,614.0646,,,17.909,613.9418,614.1874,614.0646,LAST,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,621.6917,,,17.699,621.5674,621.816,621.6917,LAST,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,670.1343,,,18.104,670.0003,670.2683,670.1343,LAST,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,607.6309,,,18.435,607.5094,607.7524,607.6309,LAST,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,633.1183,,,18.874,632.9917,633.2449,633.1183,LAST,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,663.162,,,17.781,663.0294,663.2946,663.162,LAST,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,673.744,,,18.43,673.6093,673.8787,673.744,LAST,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,623.4318,,,18.072,623.3071,623.5565,623.4318,LAST,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,NKY-PUT-37000-2026-12,Nikkei 225 Put 37000 Dec26,EQUITY,636.8197,,,18.047,636.6923,636.9471,636.8197,LAST,PRICING_LIB,2026-08-05T09:05:00Z
